Person ,age,married,orientation,religion,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
2691,15,Never,Hetero,Christian Other,1,6,5,7,6,1,3,2,2,3,3
2692,16,Never,Hetero,Christian,7,6,1,3,7,1,7,1,1,2,1
2693,15,Never,Hetero,Protestant,6,7,4,4,7,5,7,1,1,1,1
2694,16,Never,Hetero,Other,6,6,1,5,6,4,7,1,1,2,1
2695,15,Never,Hetero,Mormon,4,7,1,4,1,4,1,1,1,4,4
2696,15,Never,Hetero,Christian,7,7,5,4,7,1,7,2,1,3,1
2697,15,Never,Bi,Christian Other,6,2,7,6,7,7,1,4,3,2,4
2698,15,Never,Hetero,Atheist,6,7,3,6,6,5,7,1,1,1,1
2699,15,Never,Hetero,Christian Other,7,7,1,1,7,2,6,1,1,2,1
2700,15,Never,Hetero,Christian,7,7,1,1,7,1,7,1,1,1,1
2701,16,Never,Hetero,Christian,7,3,1,1,6,2,7,1,1,2,1
2702,16,Never,Hetero,Hindu,5,7,2,5,7,1,7,2,1,2,1
2703,16,Never,Hetero,Christian,6,7,7,5,5,3,3,2,3,2,2
2704,15,Never,Hetero,Christian,5,7,4,1,6,1,3,2,1,2,2
2705,15,Never,Hetero,Christian,3,7,6,5,7,3,3,1,2,4,1
2706,15,Never,Bi,Protestant,5,5,6,4,6,4,5,2,2,3,2
2707,15,Never,Hetero,Christian Other,7,3,1,1,6,5,7,2,1,1,1
2708,16,Never,Hetero,Other,7,6,1,4,4,2,6,1,1,1,1
2709,15,Never,Bi,Protestant,5,5,6,5,6,4,4,2,2,3,3
2710,17,Never,Hetero,Other,6,5,4,6,5,2,4,2,2,1,2
2711,13,Never,Asexual,Atheist,5,3,7,4,5,6,2,4,2,3,4
2712,23,Never,Hetero,Atheist,1,6,5,7,7,4,4,1,2,2,2
2713,29,Never,Hetero,Atheist,5,1,7,3,5,7,1,4,2,4,4
2714,25,Never,Hetero,Atheist,2,4,3,5,4,5,6,2,1,2,1
2715,18,Never,Bi,Atheist,1,2,6,7,3,1,1,4,3,2,4
2716,14,Never,Homo,Agnostic,2,5,6,7,7,2,1,3,2,4,3
2717,20,Never,Bi,Agnostic,6,3,6,2,6,6,2,4,1,4,2
2718,23,Married,Bi,Christian Other,2,3,7,4,3,7,1,2,2,4,2
2719,20,Never,New Types,Other,1,1,7,5,2,7,2,4,4,4,4
2720,14,Never,Bi,Christian Other,6,4,5,2,5,5,2,3,3,2,4
2721,17,Never,Hetero,Christian,2,3,5,6,4,5,4,2,2,2,2
2722,17,Never,New Types,Atheist,2,1,7,7,5,7,3,4,2,1,3
2723,18,Never,Hetero,Agnostic,2,6,1,7,6,3,7,1,1,1,1
2724,16,Never,New Types,Christian,5,7,6,6,6,5,5,1,3,2,3
2725,23,Never,Hetero,Christian Other,3,6,7,1,5,1,3,4,2,1,2
2726,15,Never,Bi,Agnostic,3,4,7,7,4,5,3,4,2,3,3
2727,20,Never,Asexual,Christian Other,1,5,1,6,5,3,1,4,4,4,4
2728,37,Never,Hetero,Agnostic,2,5,3,6,6,7,6,2,2,3,3
2729,20,Never,Hetero,Muslim,2,6,7,7,7,5,3,3,2,2,4
2730,20,Never,Bi,Atheist,3,4,7,6,7,6,2,3,3,4,4
2731,19,Never,Hetero,Atheist,2,6,5,5,5,3,6,3,2,4,3
2732,22,Never,Hetero,Agnostic,1,2,1,5,6,7,5,2,2,1,4
2733,22,Never,Hetero,Christian Other,2,5,6,6,5,6,2,3,3,3,3
2734,16,Never,Hetero,Christian Other,6,7,3,3,6,2,7,2,1,2,3
2735,16,Never,Hetero,Christian Other,3,5,5,3,6,7,5,2,2,4,3
2736,15,Never,Hetero,Christian Other,6,5,3,3,6,3,7,2,1,2,2
2737,15,Never,Hetero,Christian,1,6,3,6,7,2,7,1,1,1,1
2738,16,Never,Bi,Agnostic,2,4,7,7,5,6,1,4,4,4,4
2739,15,Never,Hetero,Christian,5,5,5,5,4,6,3,2,2,2,2
2740,15,Never,Hetero,Protestant,6,6,2,6,7,2,6,1,1,3,1
2741,15,Never,Bi,Atheist,7,6,5,4,7,5,4,1,2,2,3
2742,15,Never,Hetero,Christian,4,5,7,5,5,4,2,2,3,3,3
2743,15,Never,Hetero,Christian,5,7,7,7,7,1,7,4,2,4,3
2744,15,Never,Hetero,Christian,6,5,4,7,7,2,4,2,2,3,2
2745,15,Never,Hetero,Hindu,4,7,4,5,3,1,5,1,2,4,4
2746,16,Never,Hetero,Atheist,4,5,2,4,5,2,4,3,2,1,3
2747,17,Never,New Types,Other,5,6,7,7,6,7,1,3,4,4,4
2748,19,Never,Bi,Atheist,3,2,6,6,5,5,3,4,3,2,3
2749,14,Never,Hetero,Christian,5,4,2,7,4,6,2,2,2,2,4
2750,19,Never,Hetero,Christian,5,5,7,6,7,5,3,3,1,4,2
2751,58,Married,Hetero,Protestant,1,4,7,6,6,5,2,1,1,3,2
2752,14,Never,Homo,Atheist,1,1,7,5,2,7,1,4,4,4,4
2753,35,Never,Hetero,Agnostic,1,6,2,7,1,1,7,3,4,4,4
2754,46,Married,Hetero,Protestant,2,4,4,5,4,3,6,2,4,1,4
2755,27,Never,Hetero,Christian Other,7,6,5,1,6,1,5,4,4,2,4
2756,23,Never,Hetero,Atheist,1,6,6,7,4,5,3,3,3,4,4
2757,15,Never,New Types,Buddhist,4,5,7,4,4,4,2,4,3,2,3
2758,22,Never,Hetero,Agnostic,1,6,7,5,7,2,2,4,4,4,4
2759,18,Never,Hetero,Christian,2,5,7,7,2,6,2,3,3,4,3
2760,33,Never,Hetero,Christian,2,1,7,7,6,7,1,4,4,4,4
2761,26,Never,Hetero,Christian Other,5,5,6,2,7,1,2,4,1,4,3
2762,34,Married,Hetero,Agnostic,6,6,5,3,6,2,4,3,2,4,3
2763,16,Never,Hetero,Agnostic,3,3,5,7,5,6,3,1,1,2,1
2764,21,Never,New Types,Muslim,6,7,6,4,7,1,3,4,2,3,4
2765,15,Never,Homo,Christian,6,4,7,5,5,7,2,3,2,2,4
2766,15,Never,Hetero,Christian Other,5,6,4,3,7,1,7,2,1,2,1
2767,22,Never,Bi,Atheist,1,4,7,6,2,1,1,2,4,4,4
2768,14,Never,Bi,Christian Other,5,6,5,5,4,6,2,2,1,1,4
2769,16,Second,New Types,Atheist,5,4,3,3,5,2,5,2,1,3,2
2770,16,Never,Hetero,Protestant,1,2,6,6,3,6,2,4,2,2,4
2771,23,Never,Hetero,Muslim,3,3,3,7,6,6,4,3,1,2,2
2772,19,Never,Hetero,Protestant,4,5,6,6,7,2,1,3,2,4,3
2773,21,Never,Bi,Agnostic,5,7,5,3,7,1,4,3,3,4,4
2774,21,Never,Hetero,Agnostic,2,6,6,7,7,2,7,1,1,3,2
2775,14,Never,Bi,Muslim,5,6,7,3,7,7,2,4,4,4,4
2776,13,Never,Homo,Agnostic,2,5,6,7,4,7,3,4,2,4,4
2777,31,Never,Hetero,Agnostic,6,7,1,4,6,1,7,1,4,2,4
2778,21,Never,Hetero,Muslim,5,6,5,6,6,3,6,2,2,1,1
2779,35,Married,Bi,Other,1,5,5,7,6,4,4,2,3,4,4
2780,21,Never,Bi,Christian,2,7,6,6,5,6,3,2,2,2,3
2781,14,Never,Asexual,Christian,2,3,7,4,4,6,1,4,1,3,3
2782,16,Never,Hetero,Atheist,6,2,2,4,1,7,3,1,1,1,4
2783,22,Never,Hetero,Agnostic,7,7,5,3,7,3,6,4,2,2,3
2784,16,Never,Hetero,Atheist,1,1,7,4,2,1,1,2,4,4,4
2785,15,Never,Homo,Atheist,5,3,2,3,2,6,4,1,3,2,3
2786,15,Never,Bi,Atheist,1,5,6,7,3,6,5,4,1,2,2
2787,28,Never,Hetero,Atheist,5,3,3,4,5,3,3,1,1,4,2
2788,19,Never,New Types,Agnostic,3,4,6,3,4,6,2,3,3,3,4
2789,20,Never,Hetero,Agnostic,5,3,3,2,4,6,5,2,1,2,3
2790,39,Never,Homo,Other,4,7,6,6,5,1,3,2,3,3,3
2791,18,Never,Bi,Christian,6,5,7,5,7,6,3,3,2,2,4
2792,24,Never,Hetero,Atheist,1,5,6,7,2,2,6,3,2,3,1
2793,21,Never,Asexual,Other,1,7,4,6,5,3,5,1,3,2,4
2794,17,Never,Hetero,Buddhist,2,7,3,7,7,2,4,3,1,4,4
2795,24,Never,Hetero,Christian,6,6,5,2,5,4,6,1,1,4,4
2796,22,Never,Hetero,Atheist,1,6,6,7,6,1,4,3,2,4,2
2797,13,Never,Bi,Hindu,2,3,6,6,3,7,2,3,3,4,4
2798,34,Never,Hetero,Protestant,2,7,1,6,4,4,7,1,3,1,2
2799,27,Never,Hetero,Atheist,2,2,5,5,7,5,3,2,2,4,4
2800,16,Never,Asexual,Agnostic,4,3,5,2,6,3,3,3,1,4,2
2801,21,Never,Hetero,Atheist,5,2,4,3,5,6,5,2,1,2,1
2802,26,Never,Hetero,Muslim,4,5,7,5,5,5,4,3,2,2,3
2803,22,Never,Hetero,Agnostic,5,5,3,5,5,3,6,1,1,1,1
2804,33,Never,Hetero,Christian,7,4,2,2,5,7,6,1,1,2,2
2805,30,Married,Hetero,Atheist,3,6,5,7,4,4,2,2,2,3,3
2806,19,Never,Hetero,Agnostic,5,3,2,6,5,5,5,2,1,2,1
2807,36,Never,Homo,Agnostic,5,6,2,2,3,2,6,1,1,2,2
2808,48,Married,Hetero,Atheist,6,5,1,5,7,3,5,1,1,1,1
2809,21,Never,Hetero,Agnostic,2,1,6,5,7,6,2,2,1,3,1
2810,25,Never,Hetero,Agnostic,6,6,6,3,5,3,2,2,1,2,3
2811,22,Never,Bi,Atheist,5,4,3,3,6,7,6,2,2,2,2
2812,21,Never,Hetero,Other,1,7,6,7,2,2,3,3,3,4,4
2813,13,Never,Homo,Agnostic,4,2,4,5,4,6,5,2,1,3,2
2814,17,Never,Hetero,Christian Other,5,6,7,5,2,6,4,3,2,4,3
2815,13,Never,Bi,Atheist,2,7,7,7,2,5,1,4,4,4,4
2816,17,Never,Homo,Protestant,2,5,6,5,4,7,1,2,4,3,4
2817,18,Never,Hetero,Agnostic,3,6,5,5,6,5,2,1,1,3,3
2818,55,Never,Hetero,Atheist,1,6,5,7,2,5,6,2,3,1,3
2819,19,Never,Bi,Agnostic,1,1,7,5,5,6,1,4,4,4,4
2820,15,Never,Hetero,Christian Other,1,5,5,7,7,7,4,4,3,1,4
2821,42,Married,Hetero,Protestant,1,3,3,7,3,4,3,1,1,1,2
2822,16,Second,New Types,Christian,1,1,1,1,1,1,1,3,3,3,3
2823,16,Never,Hetero,Atheist,6,6,6,2,3,3,4,4,3,2,4
2824,14,Never,Hetero,Christian Other,1,1,7,7,1,7,1,4,3,2,4
2825,18,Never,New Types,Atheist,3,1,5,5,1,7,1,1,1,1,1
2826,18,Never,Bi,Muslim,1,4,7,7,7,5,1,4,4,4,4
2827,17,Never,Bi,Protestant,2,3,7,7,5,2,2,3,3,4,3
2828,28,Married,Hetero,Muslim,6,2,1,2,7,5,6,2,3,1,3
2829,18,Never,Hetero,Agnostic,3,5,5,7,5,3,6,3,3,1,4
2830,21,Never,Hetero,Buddhist,6,6,7,5,7,3,5,3,1,4,3
2831,57,Previously,Hetero,Agnostic,1,2,1,7,3,5,5,1,3,3,3
2832,14,Never,Bi,Muslim,1,3,7,7,2,7,1,4,4,4,4
2833,52,Married,Hetero,Mormon,6,6,1,4,6,1,7,2,2,1,1
2834,20,Never,Hetero,Atheist,1,7,6,7,7,1,2,1,4,4,4
2835,26,Never,New Types,Muslim,1,4,7,7,7,1,1,3,4,4,4
2836,19,Never,Bi,Christian,5,7,7,7,5,5,3,3,3,3,4
2837,19,Never,Hetero,Muslim,1,4,7,7,4,7,1,4,1,4,4
2838,37,Previously,Hetero,Christian,1,2,7,7,7,7,1,2,2,3,3
2839,28,Never,Hetero,Agnostic,1,6,4,7,7,7,5,3,3,4,4
2840,36,Never,Asexual,Agnostic,1,1,7,7,1,7,1,3,2,3,3
2841,21,Never,Hetero,Christian Other,5,6,7,5,6,3,2,2,1,2,2
2842,54,Married,Hetero,Christian,1,1,7,7,7,1,5,1,3,2,4
2843,47,Married,Hetero,Agnostic,2,3,5,6,6,4,1,1,4,1,4
2844,26,Never,Hetero,Atheist,5,4,7,3,6,3,3,3,3,4,4
2845,29,Never,Hetero,Other,1,3,7,5,3,1,6,4,4,4,4
2846,19,Never,Homo,Agnostic,5,5,6,7,6,5,4,2,2,2,4
2847,30,Never,Hetero,Atheist,7,6,1,1,6,1,7,1,1,2,1
2848,60,Married,Hetero,Jewish,5,7,2,2,7,2,7,1,1,2,1
2849,13,Never,Bi,Atheist,1,1,7,7,4,7,1,4,4,4,4
2850,19,Never,Hetero,Christian,2,6,6,7,6,5,2,3,4,2,4
2851,18,Never,Bi,Atheist,3,2,5,4,4,6,1,4,2,2,4
2852,54,Married,Hetero,Protestant,1,7,1,7,3,1,7,2,1,1,1
2853,32,Married,Bi,Protestant,6,5,6,2,6,2,1,3,2,2,3
2854,27,Never,Hetero,Christian Other,6,6,1,7,7,1,3,2,1,4,3
2855,20,Never,Hetero,Agnostic,1,1,7,6,4,7,1,4,4,4,4
2856,21,Never,Hetero,Other,5,1,6,3,6,5,2,3,3,4,3
2857,15,Never,Hetero,Agnostic,5,6,6,4,2,7,1,3,3,3,4
2858,20,Never,Hetero,Agnostic,1,5,7,7,6,3,2,4,3,2,3
2859,18,Never,Bi,Christian Other,1,6,3,7,1,5,1,4,4,3,4
2860,17,Never,Hetero,Christian Other,1,6,7,7,7,2,1,3,3,1,3
2861,36,Married,Hetero,Agnostic,1,7,7,6,3,5,1,4,3,3,4
2862,17,Never,Bi,Christian,3,5,7,3,5,7,2,3,4,2,4
2863,25,Never,Hetero,Christian,2,2,7,5,6,5,4,3,2,4,3
2864,47,Married,Hetero,Christian Other,4,2,7,6,4,5,5,3,2,4,3
2865,43,Married,Hetero,Protestant,2,2,5,5,6,3,1,4,2,3,4
2866,31,Never,Hetero,Hindu,5,7,5,5,7,5,7,1,1,1,1
2867,17,Never,Hetero,Christian,5,6,6,5,6,2,4,2,3,3,3
2868,27,Never,Hetero,Christian,1,6,7,7,7,2,6,2,3,3,4
2869,15,Never,Bi,Jewish,2,7,7,6,7,7,1,4,4,3,4
2870,34,Previously,Bi,Agnostic,7,5,6,1,5,7,3,3,3,3,4
2871,14,Never,New Types,Christian Other,5,6,3,5,7,5,6,2,1,2,2
2872,35,Never,Hetero,Christian Other,4,3,5,5,4,1,4,3,2,1,2
2873,16,Never,Asexual,Other,2,5,6,7,4,5,3,2,1,3,1
2874,46,Previously,Homo,Atheist,1,7,1,7,4,1,6,1,2,4,1
2875,29,Never,Hetero,Christian Other,6,3,4,2,5,5,5,3,4,3,4
2876,13,Never,Hetero,Christian Other,5,2,6,5,3,6,3,2,1,2,2
2877,16,Never,Hetero,Christian,7,6,7,2,7,2,4,2,1,4,3
2878,13,Never,Bi,Agnostic,3,5,3,4,5,4,4,2,2,2,2
2879,22,Never,Asexual,Atheist,2,6,4,5,3,3,5,1,1,2,1
2880,13,Never,Hetero,Agnostic,3,6,1,3,7,7,2,4,3,3,1
2881,49,Previously,Hetero,Christian Other,1,7,7,3,6,2,2,4,4,4,4
2882,21,Never,Hetero,Other,2,7,5,5,6,6,4,2,3,3,4
2883,42,Married,Hetero,Christian,1,4,4,5,5,6,3,2,3,2,4
2884,19,Never,Bi,Agnostic,1,3,5,7,3,6,5,2,1,1,3
2885,14,Never,Hetero,Christian,6,7,5,4,6,1,1,4,3,4,3
2886,16,Never,Bi,Christian,5,4,4,6,7,6,5,2,3,1,3
2887,25,Never,Bi,Agnostic,1,2,6,7,5,5,3,2,4,1,4
2888,36,Married,Hetero,Atheist,6,2,5,2,6,6,5,1,1,1,2
2889,40,Never,New Types,Protestant,6,1,7,2,7,1,6,4,4,4,4
2890,25,Never,Hetero,Protestant,2,4,5,6,5,4,2,3,3,3,4
2891,17,Never,Bi,Atheist,5,5,6,6,6,5,3,2,2,2,3
2892,36,Previously,Hetero,Atheist,4,5,3,2,6,2,3,2,1,2,2
2893,14,Never,New Types,Christian Other,5,6,4,6,3,2,6,1,1,1,2
2894,15,Never,Homo,Muslim,5,6,7,1,6,5,3,4,1,3,2
2895,13,Never,Bi,Christian,7,7,7,7,7,7,7,4,4,4,4
2896,20,Never,Hetero,Protestant,1,6,4,7,5,5,3,2,4,4,3
2897,18,Never,Hetero,Muslim,4,1,6,6,7,5,2,4,2,3,4
2898,26,Never,Hetero,Christian Other,6,6,1,6,5,2,6,1,1,1,1
2899,29,Married,Hetero,Atheist,6,7,4,5,7,5,6,1,2,1,1
2900,26,Never,Hetero,Atheist,6,7,1,3,5,1,5,1,2,1,4
2901,23,Never,Hetero,Agnostic,2,1,6,5,5,7,2,2,3,2,3
2902,64,Married,Hetero,Agnostic,6,6,7,3,3,3,4,2,1,2,1
2903,17,Never,Hetero,Other,6,4,6,3,3,6,2,4,1,3,2
2904,31,Never,Hetero,Christian,2,6,5,7,5,6,4,2,2,1,2
2905,52,Previously,Hetero,Agnostic,2,3,1,6,5,2,7,1,1,1,2
2906,15,Never,Bi,Other,1,2,7,6,6,3,2,3,2,2,3
2907,67,Previously,Hetero,Agnostic,6,6,4,6,6,5,5,1,1,1,2
2908,16,Never,Asexual,Muslim,5,6,7,6,7,1,3,3,3,3,3
2909,20,Never,Asexual,Muslim,5,6,7,6,6,6,2,3,3,3,4
2910,19,Never,New Types,Christian,6,6,6,7,5,2,2,3,4,1,4
2911,25,Never,Hetero,Atheist,1,4,5,6,2,7,6,2,1,3,2
2912,14,Never,Hetero,Atheist,7,3,4,4,5,6,4,1,1,1,1
2913,18,Never,Homo,Christian,6,6,6,7,7,5,1,3,3,4,4
2914,16,Never,Hetero,Agnostic,2,5,7,7,6,3,1,4,4,4,4
2915,14,Never,New Types,Other,2,1,6,5,4,7,1,3,3,2,4
2916,28,Married,Bi,Other,1,6,2,7,1,6,5,1,3,2,3
2917,15,Never,Bi,Atheist,5,6,7,5,1,7,2,3,2,3,3
2918,20,Never,New Types,Christian,1,1,7,6,7,7,1,4,4,4,4
2919,58,Married,Hetero,Protestant,3,6,5,5,6,5,5,2,2,2,2
2920,19,Never,Hetero,Other,2,5,7,7,7,6,1,2,3,4,3
2921,17,Never,Homo,Agnostic,1,5,7,7,2,7,1,4,1,3,4
2922,27,Never,Hetero,Muslim,4,3,2,1,6,7,2,1,3,1,4
2923,20,Never,Hetero,Protestant,7,6,1,2,6,5,7,1,1,3,2
2924,33,Married,Hetero,Christian,7,7,4,2,3,5,5,4,3,4,2
2925,16,Never,Bi,Mormon,3,5,5,5,6,3,4,3,3,3,4
2926,16,Never,Hetero,Agnostic,6,6,6,4,5,7,3,4,2,4,4
2927,28,Never,New Types,Atheist,2,2,6,5,2,6,6,2,3,2,4
2928,16,Never,Hetero,Christian,6,7,7,2,7,5,1,4,4,4,4
2929,28,Never,Hetero,Christian Other,3,1,7,5,5,2,7,2,2,4,4
2930,19,Never,Hetero,Atheist,1,3,7,5,5,3,1,1,1,4,1
2931,19,Never,Hetero,Other,5,6,5,3,7,2,3,4,1,3,3
2932,19,Never,Hetero,Christian Other,5,7,6,7,7,2,5,3,2,3,2
2933,24,Never,Bi,Christian Other,1,2,7,7,7,3,1,4,4,4,4
2934,16,Never,Hetero,Muslim,4,2,6,4,6,7,5,4,2,3,2
2935,22,Never,Hetero,Other,1,1,1,1,1,1,1,1,1,4,1
2936,21,Never,Asexual,Atheist,5,5,1,5,5,2,7,1,1,1,1
2937,21,Never,Hetero,Agnostic,4,5,5,5,5,5,5,1,3,1,2
2938,17,Never,New Types,Other,4,2,6,3,2,7,6,4,3,3,4
2939,30,Never,Hetero,Protestant,5,5,4,5,5,6,5,1,1,1,1
2940,20,Never,Hetero,Atheist,5,5,6,5,7,3,3,1,1,3,2
2941,27,Never,Asexual,Atheist,2,1,5,5,5,7,3,2,3,2,2
2942,39,Married,Hetero,Atheist,5,3,6,4,4,5,3,3,3,2,3
2943,42,Never,Hetero,Agnostic,6,2,6,2,7,1,6,3,1,3,3
2944,14,Never,New Types,Atheist,1,1,7,7,5,4,1,2,4,4,4
2945,21,Never,Hetero,Atheist,7,7,2,2,7,6,7,2,1,1,2
2946,25,Never,Hetero,Atheist,6,6,7,6,6,7,2,4,4,4,4
2947,26,Never,Hetero,Agnostic,2,1,7,6,5,7,1,4,4,3,4
2948,16,Never,New Types,Christian,2,2,7,5,4,1,3,2,3,4,4
2949,37,Married,Hetero,Christian Other,1,1,1,1,1,1,1,2,3,2,2
2950,19,Never,Hetero,Agnostic,5,5,7,5,5,5,3,2,2,3,2
2951,47,Married,Hetero,Christian,2,5,5,7,7,1,3,1,2,3,2
2952,16,Never,Hetero,Christian Other,3,5,4,6,6,3,2,2,3,3,3
2953,34,Previously,Hetero,Christian Other,5,4,1,3,7,6,2,1,1,1,1
2954,18,Never,Bi,Other,6,3,6,3,3,3,2,2,4,3,2
2955,19,Never,Bi,Atheist,5,6,5,5,3,1,6,1,1,4,3
2956,38,Never,Hetero,Christian,4,4,6,5,4,4,4,4,4,4,4
2957,36,Never,Hetero,Protestant,2,6,6,6,6,1,6,1,2,2,3
2958,19,Never,Hetero,Muslim,6,5,7,5,6,4,2,3,2,3,4
2959,31,Married,Bi,Christian,3,1,7,3,4,5,2,2,2,2,1
2960,13,Never,Bi,Agnostic,5,7,6,7,3,5,5,2,3,4,4
2961,28,Married,Hetero,Agnostic,4,6,2,4,4,6,7,4,2,3,4
2962,24,Never,Hetero,Hindu,1,4,7,6,6,7,1,4,4,4,4
2963,21,Never,Hetero,Christian,6,6,4,4,4,1,4,2,1,2,2
2964,16,Never,Asexual,Agnostic,2,4,5,6,1,1,5,3,2,3,4
2965,31,Never,New Types,Atheist,2,5,5,7,5,2,4,2,2,4,4
2966,19,Never,Hetero,Atheist,6,7,4,5,6,4,2,2,2,3,3
2967,16,Never,Hetero,Christian Other,2,7,6,6,6,2,5,3,3,2,2
2968,18,Never,Bi,Other,5,1,5,1,3,4,1,2,2,3,4
2969,54,Married,Hetero,Protestant,4,4,7,5,7,7,5,1,4,4,4
2970,14,Never,New Types,Other,1,1,7,1,1,7,1,4,4,4,4
2971,29,Married,Hetero,Other,1,5,7,7,7,5,1,4,4,4,4
2972,18,Never,New Types,Atheist,1,2,6,6,6,5,2,3,4,3,4
2973,14,Never,Bi,Christian,2,1,6,7,5,7,1,3,2,2,3
2974,38,Married,Bi,Other,1,7,6,7,7,2,6,2,1,1,1
2975,16,Never,Hetero,Atheist,5,4,7,6,2,7,3,4,2,3,2
2976,15,Never,New Types,Muslim,3,6,5,7,4,4,6,2,1,2,1
2977,20,Never,Hetero,Other,4,1,7,7,7,6,5,2,1,4,2
2978,38,Never,Hetero,Protestant,1,6,7,6,4,1,3,4,4,3,4
2979,14,Never,Hetero,Christian,1,1,7,4,1,6,2,4,4,4,4
2980,44,Previously,Hetero,Other,3,5,5,2,7,3,1,1,2,2,4
2981,42,Married,Hetero,Protestant,5,3,6,5,6,6,6,2,1,2,2
2982,15,Never,Bi,Christian Other,2,5,6,7,6,1,2,3,2,4,4
2983,18,Never,Hetero,Buddhist,1,6,3,6,5,6,5,1,3,2,3
2984,36,Married,Bi,Christian Other,6,5,3,2,6,5,5,1,1,2,2
2985,21,Never,Hetero,Buddhist,2,5,2,6,4,2,1,4,2,1,3
2986,13,Never,Bi,Atheist,7,7,7,7,7,7,7,4,4,4,4
2987,47,Married,Hetero,Protestant,4,2,7,4,2,6,1,4,4,4,4
2988,37,Never,Hetero,Christian Other,2,2,6,7,7,2,1,3,4,2,3
2989,49,Married,Hetero,Atheist,1,6,6,6,6,3,6,2,2,2,2
2990,18,Second,Homo,Agnostic,1,3,7,6,5,6,1,3,3,3,4
2991,17,Never,Bi,Atheist,2,7,5,5,6,6,1,3,3,4,4
2992,21,Never,Bi,Hindu,1,7,2,7,1,1,1,3,3,2,3
2993,22,Never,New Types,Other,4,5,6,4,1,7,1,4,4,4,3
2994,16,Never,Hetero,Muslim,1,1,7,5,5,7,1,4,4,4,4
2995,18,Never,Bi,Agnostic,1,3,4,7,2,1,5,2,2,1,3
2996,14,Never,Homo,Agnostic,4,6,6,5,5,6,2,3,2,3,3
2997,19,Never,Hetero,Atheist,3,3,1,5,2,5,7,1,1,1,1
2998,19,Never,Bi,Other,3,4,6,7,6,6,4,2,3,4,4
2999,24,Married,Hetero,Muslim,7,7,3,2,7,6,5,3,3,4,4
3000,13,Never,New Types,Agnostic,5,5,6,3,3,7,2,2,3,2,4
3001,21,Never,Bi,Agnostic,4,5,7,5,5,7,4,2,2,3,2
3002,19,Never,Hetero,Agnostic,5,5,7,7,4,5,4,4,2,4,3
3003,18,Never,Bi,Atheist,1,5,7,7,6,3,5,4,4,4,4
3004,19,Never,Bi,Agnostic,3,6,6,5,5,3,2,4,2,4,4
3005,18,Never,Hetero,Christian Other,3,3,7,6,2,7,2,4,2,4,3
3006,57,Previously,Bi,Agnostic,6,6,2,2,7,4,6,1,1,1,2
3007,38,Previously,Hetero,Protestant,3,7,5,7,5,5,3,1,1,1,2
3008,16,Never,Hetero,Other,1,2,5,7,5,6,1,4,4,3,4
3009,40,Never,Hetero,Atheist,5,7,5,7,7,1,4,1,4,4,4
3010,22,Never,Hetero,Hindu,1,2,5,7,4,2,1,4,2,1,2
3011,15,Never,Hetero,Buddhist,5,4,7,3,2,2,3,4,1,3,2
3012,25,Never,Hetero,Hindu,4,6,6,2,5,2,2,3,3,3,4
3013,13,Never,Homo,Atheist,1,6,7,5,4,3,1,3,2,3,3
3014,15,Never,Hetero,Christian Other,2,3,6,5,4,7,4,4,3,3,4
3015,19,Never,Bi,Atheist,4,4,5,4,4,6,4,1,2,2,2
3016,17,Never,Hetero,Other,4,6,6,6,6,3,4,3,4,3,3
3017,21,Never,New Types,Muslim,1,1,7,7,6,3,2,4,1,4,2
3018,19,Never,Hetero,Atheist,2,1,7,6,5,6,2,3,2,2,2
3019,18,Never,Hetero,Christian Other,3,4,3,5,4,3,3,1,1,1,2
3020,17,Never,Bi,Atheist,3,4,7,5,3,7,1,4,3,4,4
3021,31,Never,Hetero,Atheist,5,5,2,6,7,3,5,2,1,2,3
3022,19,Never,Bi,Atheist,3,2,7,6,6,2,2,4,4,4,4
3023,19,Never,Hetero,Agnostic,1,1,2,5,5,5,2,2,1,2,2
3024,22,Never,Hetero,Protestant,5,7,5,6,7,2,7,4,2,3,3
3025,20,Never,Bi,Atheist,5,6,5,5,5,2,3,3,2,2,3
3026,52,Married,Hetero,Other,5,6,5,6,6,3,6,2,1,1,2
3027,26,Never,Bi,Atheist,6,6,6,1,5,2,4,2,2,2,2
3028,33,Married,Hetero,Other,6,7,6,6,7,5,2,3,3,4,4
3029,18,Never,Hetero,Christian Other,2,6,2,7,7,4,2,1,2,1,3
3030,19,Never,Homo,Agnostic,4,3,7,7,7,1,3,4,4,3,4
3031,17,Never,Hetero,Agnostic,1,1,5,7,5,7,3,3,2,3,3
3032,63,Previously,Hetero,Other,2,7,5,3,5,7,3,2,3,1,2
3033,32,Married,Hetero,Christian Other,1,1,7,6,2,7,1,4,4,4,4
3034,40,Married,Hetero,Protestant,7,3,7,1,7,5,1,3,2,4,3
3035,19,Never,Hetero,Atheist,1,1,6,7,5,6,5,2,3,4,3
3036,20,Never,Hetero,Christian Other,3,7,3,5,7,1,6,4,4,4,4
3037,18,Never,Hetero,Other,4,6,5,6,6,1,2,3,2,2,4
3038,21,Never,Hetero,Agnostic,2,5,6,5,6,5,3,3,3,3,2
3039,21,Never,Hetero,Agnostic,6,7,5,4,6,1,3,1,1,3,3
3040,20,Never,Hetero,Christian,2,6,7,6,3,3,3,2,2,3,2
3041,19,Never,Hetero,Protestant,3,6,6,5,5,2,3,3,3,3,3
